1.081463619230861184e+01 1.091430719230861079e+01 1.101390819230861062e+01 1.111351919230861007e+01 1.121319619230860987e+01 1.131282619230860931e+01 1.141236219230860982e+01 1.151193319230860901e+01 1.161145619230860859e+01 1.171099119230860808e+01 1.181048819230860758e+01 1.190998219230860755e+01 1.200936819230860664e+01 1.210882219230860635e+01 1.220824819230860747e+01 1.230768319230860719e+01 1.240694019230860690e+01 1.250625919230860639e+01 1.260551219230860553e+01 1.270474119230860488e+01 1.280393419230860452e+01 1.290311419230860501e+01 1.300208619230860307e+01 1.310108619230860327e+01 1.320021619230860388e+01 1.329926219230860340e+01 1.339782719230860231e+01 1.349682019230860242e+01 1.359555819230860152e+01 1.369421219230860132e+01 1.379280719230860086e+01 1.389131719230860007e+01 1.398947919230860037e+01 1.408770119230860018e+01 1.418608119230859899e+01 1.428438119230859904e+01 1.438198119230859895e+01 1.447978319230859867e+01 1.457725819230859798e+01 1.467474819230859850e+01 1.477188519230859676e+01 1.486895819230859672e+01 1.496532319230859720e+01 1.506156919230859614e+01 1.515836319230859530e+01 1.525459819230859537e+01 1.534971219230859596e+01 1.544483019230859533e+01 1.553944019230859475e+01 1.563372719230859431e+01 1.572739519230859351e+01 1.582081519230859357e+01 1.591232519230859310e+01 1.600359519230859107e+01 1.609600519230859206e+01 1.618695519230859503e+01 1.627518519230859084e+01
1.081275919230861149e+01 1.091239419230861074e+01 1.101194819230861022e+01 1.111151419230861137e+01 1.121115419230861043e+01 1.131074119230861008e+01 1.141022419230860940e+01 1.150974519230860871e+01 1.160921319230860860e+01 1.170869619230860792e+01 1.180813319230860792e+01 1.190756919230860866e+01 1.200688519230860685e+01 1.210625319230860697e+01 1.220563719230860755e+01 1.230500819230860721e+01 1.240417919230860555e+01 1.250342119230860582e+01 1.260258619230860511e+01 1.270172819230860561e+01 1.280082819230860380e+01 1.289990819230860453e+01 1.299876919230860395e+01 1.309765519230860420e+01 1.319668319230860298e+01 1.329562419230860293e+01 1.339404119230860246e+01 1.349289619230860282e+01 1.359148619230860255e+01 1.368999019230860092e+01 1.378842519230860120e+01 1.388676619230860076e+01 1.398472219230860070e+01 1.408276719230859975e+01 1.418093719230859939e+01 1.427905719230859916e+01 1.437638419230859910e+01 1.447394419230859874e+01 1.457113519230859744e+01 1.466834419230859865e+01 1.476515819230859705e+01 1.486191719230859754e+01 1.495787119230859652e+01 1.505370119230859594e+01 1.515014319230859563e+01 1.524595519230859608e+01 1.534053719230859514e+01 1.543512719230859531e+01 1.552915519230859509e+01 1.562282519230859457e+01 1.571582519230859454e+01 1.580851519230859381e+01 1.589923519230859306e+01 1.598954519230859184e+01 1.608111519230859088e+01 1.617118519230859519e+01 1.625820519230859063e+01
1.081084319230861190e+01 1.091043919230861192e+01 1.100994619230861105e+01 1.110946619230861110e+01 1.120906819230861018e+01 1.130861119230861078e+01 1.140804119230860891e+01 1.150751119230860908e+01 1.160692319230860825e+01 1.170635119230860788e+01 1.180572919230860762e+01 1.190510619230860812e+01 1.200435119230860792e+01 1.210362619230860659e+01 1.220297119230860616e+01 1.230226619230860585e+01 1.240135119230860639e+01 1.250051319230860614e+01 1.259958919230860452e+01 1.269864319230860517e+01 1.279764819230860518e+01 1.289663019230860463e+01 1.299537619230860308e+01 1.309414519230860385e+01 1.319307319230860287e+01 1.329190419230860343e+01 1.339018819230860302e+01 1.348890419230860260e+01 1.358734419230860269e+01 1.368569419230860085e+01 1.378396619230860054e+01 1.388213319230860066e+01 1.397988019230860068e+01 1.407772119230859964e+01 1.417570119230859937e+01 1.427363419230859876e+01 1.437067919230859836e+01 1.446799219230859812e+01 1.456489619230859844e+01 1.466181719230859848e+01 1.475830519230859750e+01 1.485474719230859719e+01 1.495028319230859637e+01 1.504569619230859701e+01 1.514177819230859612e+01 1.523716519230859490e+01 1.533121219230859467e+01 1.542526519230859527e+01 1.551870519230859458e+01 1.561164519230859504e+01 1.570408519230859312e+01 1.579604519230859339e+01 1.588580519230859345e+01 1.597531519230859054e+01 1.606604519230859296e+01 1.615524519230859468e+01 1.624103519230859050e+01
1.080888619230861103e+01 1.090843419230861144e+01 1.100789019230861143e+01 1.110736619230861066e+01 1.120692919230861051e+01 1.130642919230860954e+01 1.140580319230861051e+01 1.150522119230860874e+01 1.160457619230860971e+01 1.170394919230860786e+01 1.180326619230860885e+01 1.190258319230860806e+01 1.200175619230860669e+01 1.210094119230860699e+01 1.220024319230860677e+01 1.229948119230860648e+01 1.239847719230860612e+01 1.249755819230860610e+01 1.259654419230860611e+01 1.269550819230860483e+01 1.279441519230860536e+01 1.289329719230860505e+01 1.299192519230860476e+01 1.309057519230860400e+01 1.318940319230860325e+01 1.328812019230860209e+01 1.338625519230860306e+01 1.348483019230860158e+01 1.358312119230860127e+01 1.368131319230860221e+01 1.377941919230860179e+01 1.387741119230860143e+01 1.397494519230860099e+01 1.407256819230859968e+01 1.417036419230860034e+01 1.426810019230859972e+01 1.436486819230859879e+01 1.446193019230859811e+01 1.455854319230859772e+01 1.465517019230859752e+01 1.475133119230859791e+01 1.484744919230859672e+01 1.494256219230859628e+01 1.503755619230859608e+01 1.513327119230859630e+01 1.522823519230859546e+01 1.532173519230859604e+01 1.541525519230859587e+01 1.550809519230859479e+01 1.560052519230859502e+01 1.569217519230859459e+01 1.578341519230859369e+01 1.587231519230859256e+01 1.596089519230859111e+01 1.605082519230859361e+01 1.613912519230859388e+01 1.622370519230859287e+01
1.080688019230861130e+01 1.090640019230861135e+01 1.100580519230861043e+01 1.110523519230861034e+01 1.120475819230860992e+01 1.130421419230860991e+01 1.140353119230860912e+01 1.150289619230860971e+01 1.160219219230860865e+01 1.170150919230860787e+01 1.180076519230860832e+01 1.190002019230860775e+01 1.199911819230860743e+01 1.209821919230860665e+01 1.219746919230860627e+01 1.229663819230860611e+01 1.239554419230860560e+01 1.249454419230860580e+01 1.259343619230860511e+01 1.269230819230860519e+01 1.279111819230860547e+01 1.288990019230860362e+01 1.298840519230860480e+01 1.308693519230860325e+01 1.318566019230860320e+01 1.328426119230860358e+01 1.338224419230860285e+01 1.348067519230860256e+01 1.357881519230860157e+01 1.367684819230860072e+01 1.377478319230860038e+01 1.387259819230860103e+01 1.396991719230859985e+01 1.406732019230859976e+01 1.416492819230859901e+01 1.426244219230859933e+01 1.435895119230859862e+01 1.445575919230859796e+01 1.455207719230859809e+01 1.464840519230859783e+01 1.474423419230859800e+01 1.484002519230859640e+01 1.493470919230859728e+01 1.502928519230859727e+01 1.512462519230859570e+01 1.521915519230859637e+01 1.531212519230859570e+01 1.540509519230859503e+01 1.549733519230859535e+01 1.558913519230859457e+01 1.568009519230859361e+01 1.577062519230859294e+01 1.585865519230859277e+01 1.594630519230859100e+01 1.603546519230859246e+01 1.612284519230859559e+01 1.620623519230859344e+01
1.080484519230861196e+01 1.090432419230861072e+01 1.100367719230861141e+01 1.110306019230861097e+01 1.120254319230861029e+01 1.130195519230860945e+01 1.140121419230860944e+01 1.150052419230860856e+01 1.159976019230860977e+01 1.169902119230860826e+01 1.179821319230860865e+01 1.189740619230860830e+01 1.199642819230860802e+01 1.209545019230860774e+01 1.219464119230860710e+01 1.229373819230860576e+01 1.239255419230860689e+01 1.249147019230860600e+01 1.259026719230860536e+01 1.268904619230860575e+01 1.278775519230860525e+01 1.288643619230860438e+01 1.298481819230860346e+01 1.308322419230860412e+01 1.318184519230860374e+01 1.328032919230860287e+01 1.337815719230860267e+01 1.347644619230860208e+01 1.357442819230860209e+01 1.367230019230860094e+01 1.377006119230860115e+01 1.386769619230860151e+01 1.396479819230860109e+01 1.406198719230859950e+01 1.415939519230859922e+01 1.425667319230859853e+01 1.435293119230859915e+01 1.444948019230859870e+01 1.454550019230859803e+01 1.464152219230859764e+01 1.473701819230859833e+01 1.483247619230859726e+01 1.492672519230859685e+01 1.502087519230859591e+01 1.511584519230859591e+01 1.520993519230859548e+01 1.530236519230859571e+01 1.539479519230859594e+01 1.548642519230859449e+01 1.557759519230859446e+01 1.566787519230859438e+01 1.575770519230859357e+01 1.584484519230859334e+01 1.593153519230859061e+01 1.601996519230859306e+01 1.610640519230859269e+01 1.618864519230859145e+01
1.080277019230861235e+01 1.090220619230861132e+01 1.100150719230861185e+01 1.110084319230861105e+01 1.120028319230861058e+01 1.129965119230861070e+01 1.139885119230861044e+01 1.149810519230860884e+01 1.159728119230860877e+01 1.169648419230860803e+01 1.179561119230860733e+01 1.189474119230860794e+01 1.199368519230860741e+01 1.209263319230860745e+01 1.219175819230860647e+01 1.229078019230860619e+01 1.238950519230860614e+01 1.248833819230860520e+01 1.258703819230860610e+01 1.268572219230860476e+01 1.278432919230860421e+01 1.288290619230860479e+01 1.298116219230860402e+01 1.307944419230860333e+01 1.317795819230860310e+01 1.327632319230860247e+01 1.337399419230860254e+01 1.347215119230860303e+01 1.356996019230860107e+01 1.366766819230860186e+01 1.376525219230860131e+01 1.386270519230860110e+01 1.395958719230860012e+01 1.405656119230859957e+01 1.415376519230859920e+01 1.425083219230860010e+01 1.434680819230859861e+01 1.444309319230859856e+01 1.453881119230859831e+01 1.463452419230859824e+01 1.472968519230859741e+01 1.482480519230859706e+01 1.491861519230859656e+01 1.501233519230859592e+01 1.510692519230859610e+01 1.520058519230859595e+01 1.529245519230859607e+01 1.538434519230859543e+01 1.547535519230859435e+01 1.556590519230859471e+01 1.565549519230859410e+01 1.574460519230859390e+01 1.583086519230859324e+01 1.591661519230859057e+01 1.600432519230859185e+01 1.608980519230859230e+01 1.617094519230859362e+01
1.080065319230861220e+01 1.090004719230861063e+01 1.099929619230861100e+01 1.109858319230861134e+01 1.119798019230861108e+01 1.129730219230861010e+01 1.139644219230861033e+01 1.149564019230860978e+01 1.159475419230860815e+01 1.169389819230860894e+01 1.179296019230860892e+01 1.189202519230860844e+01 1.199089019230860664e+01 1.208976419230860699e+01 1.218882019230860614e+01 1.228776619230860589e+01 1.238639919230860542e+01 1.248514519230860564e+01 1.258374719230860528e+01 1.268233519230860473e+01 1.278083919230860488e+01 1.287931019230860485e+01 1.297743919230860321e+01 1.307559319230860417e+01 1.317399819230860381e+01 1.327224519230860267e+01 1.336975519230860243e+01 1.346778319230860177e+01 1.356541119230860204e+01 1.366295319230860095e+01 1.376035819230860113e+01 1.385762719230860007e+01 1.395428619230860079e+01 1.405103719230860015e+01 1.414803919230859997e+01 1.424491919230859871e+01 1.434058219230859876e+01 1.443659719230859828e+01 1.453201219230859742e+01 1.462740519230859704e+01 1.472223519230859701e+01 1.481700519230859747e+01 1.491037519230859765e+01 1.500366519230859730e+01 1.509786519230859625e+01 1.519110519230859602e+01 1.528241519230859602e+01 1.537374519230859526e+01 1.546415519230859559e+01 1.555407519230859492e+01 1.564296519230859417e+01 1.573136519230859420e+01 1.581672519230859386e+01 1.590156519230859189e+01 1.598853519230859277e+01 1.607307519230859327e+01 1.615311519230859361e+01
1.079849719230861105e+01 1.089784819230861146e+01 1.099704419230861063e+01 1.109627919230861082e+01 1.119563319230861076e+01 1.129490619230860915e+01 1.139398719230860912e+01 1.149312819230860860e+01 1.159218019230860897e+01 1.169126319230860922e+01 1.179025919230860886e+01 1.188925819230860803e+01 1.198804219230860824e+01 1.208683919230860759e+01 1.218582719230860612e+01 1.228469719230860591e+01 1.238323519230860548e+01 1.248189419230860508e+01 1.258039519230860570e+01 1.267888719230860417e+01 1.277728419230860446e+01 1.287564819230860458e+01 1.297364719230860430e+01 1.307167319230860336e+01 1.316996719230860258e+01 1.326809319230860318e+01 1.336544019230860236e+01 1.346331319230860224e+01 1.356078219230860249e+01 1.365815519230860176e+01 1.375537719230860034e+01 1.385246019230859993e+01 1.394889419230860028e+01 1.404541819230860078e+01 1.414221819230859900e+01 1.423889219230859915e+01 1.433425619230859915e+01 1.442999519230859917e+01 1.452510519230859742e+01 1.462017519230859719e+01 1.471466519230859760e+01 1.480908519230859710e+01 1.490201519230859617e+01 1.499486519230859649e+01 1.508868519230859562e+01 1.518149519230859568e+01 1.527223519230859594e+01 1.536299519230859545e+01 1.545280519230859539e+01 1.554209519230859371e+01 1.563029519230859421e+01 1.571799519230859410e+01 1.580243519230859306e+01 1.588639519230859065e+01 1.597258519230859264e+01 1.605621519230859562e+01 1.613515519230859141e+01
1.079629919230861113e+01 1.089560619230861072e+01 1.099475119230861075e+01 1.109393319230861152e+01 1.119324319230861065e+01 1.129246519230860990e+01 1.139148619230861037e+01 1.149057019230860988e+01 1.158955919230860943e+01 1.168858019230860812e+01 1.178750819230860891e+01 1.188644019230860849e+01 1.198514219230860789e+01 1.208385919230860672e+01 1.218278019230860743e+01 1.228157119230860594e+01 1.238001319230860631e+01 1.247858319230860502e+01 1.257698319230860484e+01 1.267537819230860485e+01 1.277366519230860398e+01 1.287192219230860424e+01 1.296978919230860328e+01 1.306768219230860417e+01 1.316586519230860297e+01 1.326386819230860326e+01 1.336104919230860233e+01 1.345870919230860174e+01 1.355607219230860139e+01 1.365327519230860176e+01 1.375031019230860174e+01 1.384720519230859992e+01 1.394341119230860038e+01 1.403970519230860070e+01 1.413630219230859986e+01 1.423274219230859927e+01 1.432782519230859819e+01 1.442328519230859918e+01 1.451808519230859851e+01 1.461283519230859795e+01 1.470699519230859842e+01 1.480103519230859632e+01 1.489352519230859606e+01 1.498593519230859705e+01 1.507936519230859673e+01 1.517174519230859531e+01 1.526191519230859583e+01 1.535211519230859523e+01 1.544131519230859517e+01 1.552996519230859462e+01 1.561747519230859460e+01 1.570445519230859333e+01 1.578799519230859261e+01 1.587109519230859078e+01 1.595648519230859286e+01 1.603926519230859427e+01 1.611707519230859020e+01
